invoice_id,list_of_goods,customer_id
3037444,"['bramble', 'cider', 'samsung galaxy 10', 'nonfat milk', 'white wine', 'vacuum cleaner', 'mushroom cream sauce']",23139
4812259,"['pickles', 'iPad', 'cottage cheese', 'strong cheese', 'bacon', 'portal', 'black tea', 'sparkling water', 'ratchet & clank', 'minecraft', 'babies food', 'pet food', 'escalope', 'cooking oil']",15653
7585050,"['cider', 'eggplant', 'pokemon shield', 'frozen vegetables', 'strawberries', 'asparagus', 'tomatoes', 'parmesan cheese', 'energy drink']",25478
7927766,"['antioxydant juice', 'mint green tea', 'oil', 'extra dark chocolate', 'cologne', 'toilet paper', 'mint']",864
10286082,"['hot dogs', 'spaghetti', 'antioxydant juice', 'cooking oil', 'grated cheese', 'strong cheese', 'bacon', 'french wine', 'pokemon sword', 'ratchet & clank', 'babies food', 'eggs', 'ratchet & clank 2']",7861
505372,"['cotton buds', 'cottage cheese', 'fresh bread', 'toothpaste', 'whole weat flour']",12021
7603930,"['candy bars', 'cottage cheese', 'oil', 'ketchup', 'shower gel', 'milk', 'carrots', 'pasta', 'pepper', 'cooking oil', 'tea']",10407
1004555,"['cake', 'beer', 'dog food', 'toilet paper', 'tea']",25987
3513687,"['spaghetti', 'frozen vegetables', 'frozen smoothie', 'champagne', 'green tea']",8733
3318021,"['antioxydant juice', 'oil', 'portal', 'spinach', 'low fat yogurt', 'fresh bread', 'gums', 'babies food', 'ratchet & clank 3', 'green beans', 'chocolate bread']",32532
7262014,"['yams', 'soda', 'antioxydant juice', 'oil', 'gums', 'chicken', 'fresh tuna']",14932
4176747,"['candy bars', 'soup', 'black beer', 'cotton buds', 'spaghetti', 'phone charger', 'french fries', 'gluten free bar', 'sparkling water', 'gums', 'muffins', 'salad', 'cooking oil', 'tea']",31863
1499412,"['pancakes', 'seabass', 'oatmeal', 'protein bar']",17580
8466929,"['soup', 'ketchup', 'oil', 'ratchet & clank', 'tomato juice', 'salmon', 'ratchet & clank 3', 'red wine', 'cooking oil']",32874
4495364,"['energy bar', 'french fries', 'gadget for tiktok streaming', 'pokemon sword', 'brownies', 'energy drink', 'muffins', 'phone car charger', 'megaman zero', 'french wine', 'metroid fusion']",11304
1468489,"['eggplant', 'turkey', 'ketchup', 'fromage blanc', 'pokemon sword', 'babies food', 'pet food', 'eggs', 'burgers']",9330
11036607,"['cake', 'napkins', 'french fries', 'oil', 'flax seed', 'pokemon scarlet', 'fresh bread', 'whole weat flour', 'ground beef', 'cookies', 'tomato sauce', 'tea']",17658
3573143,"['candy bars', 'light cream', 'cottage cheese', 'mineral water', 'oil', 'black tea', 'shrimp', 'olive oil', 'barbecue sauce', 'cooking oil']",13899
4513090,"['meatballs', 'energy bar', 'frozen vegetables', 'avocado', 'tomatoes', 'green beans', 'zucchini', 'green grapes']",703
11780063,"['hot dogs', 'antioxydant juice', 'strong cheese', 'oil', 'carrots', 'minecraft', 'ham', 'cologne', 'barbecue sauce', 'fresh tuna']",25896
7727833,"['chocolate', 'mineral water', 'oil', 'airpods', 'herb & pepper', 'babies food', 'eggs', 'tomato sauce', 'cooking oil', 'tea']",3007
2941841,"['chocolate', 'grated cheese', 'laptop', 'frozen smoothie', 'fromage blanc', 'burger sauce', 'champagne', 'hand protein bar', 'melons', 'corn', 'canned_tuna', 'salmon', 'butter', 'bluetooth headphones', 'fresh tuna']",11682
2117660,"['soup', 'cereals', 'ketchup', 'toilet paper', 'cooking oil']",9031
7438843,"['ratchet & clank', 'turkey', 'cottage cheese', 'rice']",4882
4454564,"['napkins', 'cooking oil', 'french fries', 'oil', 'gums', 'sandwich', 'cookies', 'ratchet & clank 2', 'tea']",10500
6189149,"['bramble', 'black beer', 'cider', 'shrimp', 'champagne', 'white wine', 'phone car charger', 'protein bar']",11689
11167130,"['iphone 10', 'gadget for tiktok streaming', 'shrimp', 'energy drink', 'yogurt cake', 'half-life 2', 'protein bar', 'mushroom cream sauce']",6295
12152348,"['candy bars', 'cake', 'spaghetti', 'rice', 'oil', 'fromage blanc', 'cream', 'escalope', 'tea']",9425
2768867,"['asparagus', 'whole wheat rice', 'mashed potato', 'shower gel']",24696
9134574,"['turkey', 'bacon', 'asparagus', 'shower gel', 'vegetables mix', 'tomatoes', 'melons', 'metroid prime', 'canned_tuna', 'cauliflower']",18970
3868457,"['olive oil', 'oatmeal', 'pet food']",4509
5928043,"['beer', 'ketchup', 'whole weat flour', 'white wine', 'water spray']",26974
9787203,"['iPad', 'mineral water', 'oil', 'babies food', 'mint green tea']",25367
398648,"['burgers', 'protein bar', 'oatmeal', 'samsung galaxy 10', 'frozen vegetables', 'ketchup', 'avocado', 'oil', 'ham', 'cologne', 'cooking oil', 'green grapes']",10680
10537702,"['yams', 'cottage cheese', 'barbecue sauce', 'olive oil', 'oil', 'muffins', 'babies food', 'chicken', 'fresh tuna', 'cooking oil']",5132
3819695,"['burgers', 'soup', 'iphone 10', 'frozen smoothie', 'milk', 'gums', 'minecraft', 'babies food', 'cookies', 'butter', 'herb & pepper']",23635
8210625,"['napkins', 'whole wheat rice', 'cooking oil', 'avocado', 'final fantasy XX', 'ratchet & clank', 'muffins', 'minecraft', 'babies food', 'blueberries', 'spinach', 'burgers', 'ratchet & clank 2']",15331
2027313,"['cider', 'french fries', 'frozen vegetables', 'white wine', 'salt']",18929
5673193,"['cider', 'soup', 'meatballs', 'samsung galaxy 10', 'oil', 'gluten free bar', 'ham', 'cologne', 'chicken', 'barbecue sauce']",21899
4007160,"['oil', 'deodorant']",2401
9354836,"['shallot', 'oil', 'flax seed', 'deodorant', 'black tea', 'milk', 'mayonnaise', 'herb & pepper', 'ham', 'iMac', 'cologne', 'olive oil', 'toilet paper']",23721
9611914,"['shallot', 'laptop', 'frozen smoothie', 'olive oil', 'portal', 'champagne', 'chicken', 'butter', 'fresh tuna', 'cauliflower']",22132
7835439,"['napkins', 'ratchet & clank', 'ratchet & clank 3', 'green beans', 'half-life: alyx']",28770
8130879,"['soup', 'cake', 'dessert wine', 'oil', 'muffins', 'minecraft', 'tea']",16285
2506280,"['tooth brush', 'strong cheese', 'burger sauce', 'ratchet & clank', 'milk', 'melons', 'escalope', 'pet food', 'babies food', 'cooking oil']",27893
8879116,"['candy bars', 'cake', 'mint']",3590
9331968,"['cider', 'bramble', 'soda', 'phone charger', 'beer', 'laptop', 'strong cheese', 'deodorant', 'champagne', 'trout', 'extra dark chocolate', 'white wine', 'chocolate bread']",31619
11757797,"['megaman zero 3', 'samsung galaxy 10', 'ring light', 'oil', 'low fat yogurt', 'hand protein bar', 'whole weat flour', 'spinach', 'cologne', 'barbecue sauce']",30059
3354196,"['napkins', 'ratchet & clank', 'escalope', 'babies food', 'cooking oil']",15744
5784302,"['pokemon shield', 'ratchet & clank', 'parmesan cheese', 'minecraft', 'babies food', 'pet food', 'sandwich', 'burgers', 'chicken']",3799
5504959,"['cottage cheese', 'laptop', 'oil', 'ratchet & clank', 'ham', 'fresh tuna']",7724
10910778,"['whole wheat pasta', 'spaghetti', 'cottage cheese', 'ring light', 'avocado', 'champagne', 'nonfat milk']",13221
9241823,"['beer', 'frozen smoothie', 'sparkling water', 'champagne', 'almonds', 'metroid prime', 'bluetooth headphones', 'fresh tuna', 'tea']",14223
7218418,"['cake', 'hot dogs', 'gadget for tiktok streaming', 'sparkling water', 'tomatoes', 'canned_tuna', 'cologne', 'body spray', 'herb & pepper', 'zucchini']",21951
8904005,"['pickles', 'final fantasy XIX', 'spaghetti', 'beer', 'laptop', 'frozen smoothie', 'avocado', 'portal', 'fresh tuna', 'champagne', 'bluetooth headphones', 'french wine', 'metroid fusion']",685
84104,"['black beer', 'meatballs', 'cottage cheese', 'laptop', 'gluten free bar', 'champagne', 'brownies', 'blueberries', 'phone car charger', 'fresh tuna']",3111
9768547,"['deodorant', 'pancakes', 'carrots', 'eggs', 'barbecue sauce', 'fresh tuna', 'metroid fusion']",31537
476290,"['candy bars', 'rice', 'oil', 'asparagus', 'vegetables mix', 'mayonnaise', 'almonds', 'blueberries', 'olive oil', 'cooking oil']",28892
2915089,"['strong cheese', 'pokemon violet', 'ratchet & clank', 'pet food', 'babies food', 'burgers']",31626
12155035,"['burgers', 'oil', 'fromage blanc', 'pokemon sword', 'babies food', 'escalope', 'pet food', 'eggs', 'minecraft', 'toilet paper', 'cooking oil']",19679
7973514,"['shallot', 'portal', 'asparagus', 'carrots', 'melons', 'tomatoes', 'ham', 'herb & pepper']",7200
9848686,"['black beer', 'dessert wine', 'pancakes', 'energy drink', 'brownies', 'nonfat milk', 'burgers', 'bluetooth headphones', 'french wine']",682
1813848,"['cologne', 'chicken', 'fresh tuna', 'spinach']",14932
2364865,"['rice', 'black tea', 'catfish', 'fresh bread', 'ratchet & clank', 'whole weat flour', 'babies food', 'cologne']",12054
6050482,"['iphone 10', 'candy bars', 'dessert wine', 'black beer', 'cider', 'soup', 'laptop', 'pokemon violet', 'babies food', 'white wine', 'half-life: alyx', 'cooking oil']",7829
11472959,"['iPad', 'spaghetti', 'cottage cheese', 'razor', 'oil', 'avocado', 'black tea', 'champagne', 'extra dark chocolate', 'white wine', 'bluetooth headphones', 'fresh tuna']",31231
6361639,"['bramble', 'beer', 'catfish', 'nonfat milk', 'white wine', 'sandwich', 'fresh tuna']",15223
8760669,"['whole wheat rice', 'asparagus', 'shrimp', 'half-life 2', 'cologne', 'vacuum cleaner', 'barbecue sauce']",11857
5247048,"['black beer', 'cider', 'beer', 'whole weat flour', 'yogurt cake', 'white wine', 'phone car charger', 'bluetooth headphones']",25532
9961754,"['cotton buds', 'cottage cheese', 'grated cheese', 'oil', 'sandwich', 'cookies', 'megaman zero 2', 'chutney']",12716
8384732,"['samsung galaxy 10', 'airpods', 'asparagus', 'parmesan cheese', 'tomatoes', 'carrots', 'ham', 'ratchet & clank 3', 'green beans', 'chutney']",10887
3526175,"['soda', 'cake', 'spaghetti', 'frozen vegetables', 'oil', 'deodorant', 'dog food', 'tomatoes', 'canned_tuna', 'cologne', 'cooking oil', 'tea']",11202
6728692,"['soda', 'asparagus', 'carrots', 'tomatoes', 'corn', 'chocolate bread']",13171
6194332,"['cider', 'light cream', 'meatballs', 'oil', 'vegetables mix', 'pasta', 'ham', 'eggs']",19291
9636815,"['black beer', 'cake', 'hot dogs', 'grated cheese', 'avocado', 'parmesan cheese', 'pasta', 'half-life 2', 'fresh tuna']",9487
10088474,"['oil', 'eggs', 'black tea', 'deodorant', 'seabass', 'carrots', 'nonfat milk', 'ham', 'extra dark chocolate', 'spinach', 'light mayo', 'toilet paper', 'barbecue sauce', 'cooking oil']",22496
1002434,"['turkey', 'ketchup', 'ratchet & clank', 'minecraft', 'babies food', 'burgers', 'red wine', 'cookies']",12857
11797847,"['grated cheese', 'mineral water', 'oil', 'toothpaste', 'cologne', 'barbecue sauce']",9721
779756,"['ratchet & clank', 'babies food', 'cooking oil']",32707
6522579,"['spaghetti', 'cooking oil', 'oil', 'extra dark chocolate', 'cologne', 'barbecue sauce', 'fresh tuna', 'green grapes']",28495
3736334,"['shampoo', 'catfish', 'parmesan cheese', 'chicken', 'barbecue sauce']",29658
11806454,"['candy bars', 'soup', 'dessert wine', 'meatballs', 'bacon', 'oil', 'asparagus', 'sparkling water', 'salad', 'green grapes']",34018
94795,"['tooth brush', 'cake', 'body spray', 'oil', 'chocolate bread', 'shower gel', 'pokemon scarlet', 'muffins', 'yogurt cake', 'olive oil', 'cooking oil']",23068
7338476,"['meatballs', 'rice', 'french fries', 'oil', 'sparkling water', 'fresh bread', 'gums', 'parmesan cheese', 'pancakes', 'iMac', 'tea']",31295
9620880,"['shampoo', 'candy bars', 'cake', 'cotton buds', 'french fries', 'oil', 'gums', 'muffins', 'babies food', 'cooking oil']",26436
11973081,"['candy bars', 'antioxydant juice', 'grated cheese', 'strong cheese', 'chicken', 'oil', 'deodorant', 'pokemon scarlet', 'cream', 'eggs', 'cologne', 'megaman zero 4', 'barbecue sauce']",24234
6961590,"['mashed potato', 'oil', 'avocado', 'deodorant', 'mayonnaise', 'escalope', 'cologne', 'toilet paper']",14932
6885657,"['cottage cheese', 'laptop', 'frozen smoothie', 'flax seed', 'sparkling water', 'champagne', 'yogurt cake', 'metroid prime', 'salmon', 'herb & pepper', 'ratchet & clank 2']",21115
7337190,"['soup', 'tooth brush', 'antioxydant juice', 'final fantasy XXII', 'milk', 'sandwich', 'cologne', 'mint green tea', 'metroid fusion']",29631
7706857,"['cider', 'oil', 'bacon', 'muffins', 'pet food', 'canned_tuna', 'water spray', 'cooking oil']",14174
6315946,"['candy bars', 'soup', 'cake', 'napkins', 'spaghetti', 'hot dogs', 'beer', 'avocado', 'oil', 'fresh bread', 'muffins', 'eggs', 'cooking oil']",10779
256084,"['black beer', 'whole wheat rice', 'pokemon sword', 'ratchet & clank 2', 'tea']",21441
6918438,"['soda', 'french fries', 'bacon', 'fromage blanc', 'gluten free bar', 'honey', 'fresh bread', 'ratchet & clank', 'parmesan cheese', 'babies food', 'escalope', 'green beans', 'cooking oil']",7712
987494,"['light cream', 'razor', 'black tea', 'hand protein bar', 'melons', 'portal 2', 'megaman zero 2', 'ratchet & clank 2']",29042
7609040,"['grated cheese', 'pokemon shield', 'oil', 'nonfat milk', 'light mayo', 'cooking oil']",5659
3898805,"['cologne', 'oil', 'babies food', 'protein bar']",23916
3584609,"['black beer', 'beer', 'mint green tea', 'french wine', 'avocado', 'asparagus', 'pokemon scarlet', 'gums', 'hand protein bar', 'megaman zero 4', 'cooking oil', 'salt']",24040
3595923,"['yams', 'iPad', 'cooking oil', 'oil', 'yogurt cake', 'toilet paper', 'barbecue sauce', 'razor']",32477
10115870,"['cologne', 'frozen vegetables', 'chutney']",23618
12042354,"['yams', 'razor', 'samsung galaxy 10', 'light mayo', 'asparagus', 'shower gel', 'tomatoes', 'salmon', 'final fantasy XX', 'green beans', 'chicken', 'ratchet & clank 2']",26482
118686,"['cookies', 'chicken', 'cooking oil', 'tea']",12623
4033731,"['frozen smoothie', 'oil', 'gadget for tiktok streaming', 'champagne', 'brownies', 'parmesan cheese', 'pet food', 'bluetooth headphones']",2163
11950089,"['shallot', 'mashed potato', 'olive oil', 'asparagus', 'tomatoes', 'carrots', 'corn', 'melons', 'ratchet & clank 3', 'megaman zero', 'metroid fusion']",4
3836096,"['shallot', 'mint green tea', 'frozen vegetables', 'avocado', 'gadget for tiktok streaming', 'asparagus', 'ratchet & clank', 'toothpaste', 'tomatoes', 'carrots', 'ratchet & clank 3', 'toilet paper', 'bluetooth headphones', 'cooking oil']",9838
3730052,"['black beer', 'dessert wine', 'laptop', 'pokemon shield', 'airpods', 'cereals', 'strong cheese', 'frozen smoothie', 'energy drink', 'salmon', 'iMac', 'megaman zero 4']",7288
12001284,"['tooth brush', 'ratchet & clank', 'toothpaste', 'minecraft', 'babies food', 'toilet paper', 'tomato sauce']",5977
11986645,"['ratchet & clank', 'body spray', 'cooking oil']",4385
10019723,"['burgers', 'ratchet & clank', 'babies food']",7413
5976564,"['antioxydant juice', 'grated cheese', 'mint green tea', 'chicken', 'oil', 'black tea', 'muffins', 'chili', 'cookies', 'olive oil', 'fresh tuna']",20876
6008600,"['light mayo', 'champagne', 'bluetooth headphones', 'cottage cheese']",15365
5197653,"['candy bars', 'cake', 'hot dogs', 'cotton buds', 'pokemon violet', 'flax seed', 'deodorant', 'whole weat flour', 'mint', 'tomato sauce', 'tea']",7480
7173163,"['meatballs', 'phone charger', 'turkey', 'fromage blanc', 'burger sauce', 'champagne', 'parmesan cheese', 'half-life 2', 'sandwich', 'chicken', 'fresh tuna', 'mushroom cream sauce']",10110
4536381,"['yams', 'samsung galaxy 10', 'mineral water', 'oil', 'ketchup', 'deodorant', 'portal', 'hand protein bar', 'escalope', 'ham', 'tomato sauce', 'ratchet & clank 2']",20635
3147617,"['iPad', 'zucchini', 'mineral water', 'strawberries', 'bluetooth headphones', 'shower gel', 'pancakes', 'energy drink', 'megaman zero 2', 'tomato sauce', 'protein bar']",31052
201660,"['shallot', 'antioxydant juice', 'mashed potato', 'eggplant', 'fromage blanc', 'asparagus', 'fresh bread', 'toothpaste', 'carrots', 'melons', 'tomatoes', 'ham', 'megaman zero 2']",868
3783575,"['cider', 'bramble', 'dessert wine', 'laptop', 'strong cheese', 'shrimp', 'brownies', 'white wine', 'half-life 2', 'bluetooth headphones', 'salt']",21842
103758,"['rice', 'grated cheese', 'shrimp', 'muffins', 'babies food', 'metroid prime', 'minecraft', 'pet food', 'ratchet & clank 3', 'white wine', 'zucchini']",22729
2958183,"['soda', 'cake', 'cooking oil', 'french fries', 'bacon', 'olive oil', 'ratchet & clank 2', 'green grapes']",14143
4052839,"['iphone 10', 'frozen vegetables', 'champagne', 'blueberries', 'salmon', 'chili', 'bluetooth headphones', 'fresh tuna']",6027
7373635,"['cider', 'pancakes', 'brownies']",28145
1496922,"['catfish', 'escalope', 'ratchet & clank 3', 'cologne', 'toilet paper', 'barbecue sauce']",33325
700779,"['samsung galaxy 10', 'pokemon violet', 'gadget for tiktok streaming', 'airpods', 'pancakes', 'energy drink', 'trout', 'brownies', 'metroid prime', 'hand protein bar', 'final fantasy XX', 'protein bar']",15720
10014436,"['cider', 'eggplant', 'french wine', 'energy drink', 'eggs', 'body spray', 'green tea']",20614
11610008,"['cotton buds', 'hot dogs', 'laptop', 'frozen vegetables', 'vegetables mix', 'toothpaste', 'tomatoes', 'melons', 'portal 2', 'burgers', 'cat food']",4217
5567838,"['candy bars', 'pickles', 'yams', 'spaghetti', 'rice', 'mashed potato', 'turkey', 'bacon', 'low fat yogurt', 'ratchet & clank', 'babies food', 'pet food', 'green beans', 'herb & pepper']",23971
3198186,"['bramble', 'tooth brush', 'mashed potato', 'flax seed', 'asparagus', 'toothpaste', 'tomatoes', 'carrots', 'champagne', 'burgers', 'cauliflower']",10411
5249397,"['energy bar', 'gadget for tiktok streaming', 'fromage blanc', 'brownies', 'energy drink', 'fresh tuna']",5207
11383580,"['candy bars', 'napkins', 'oil', 'milk', 'pasta', 'pet food', 'yogurt cake', 'phone car charger', 'megaman zero 4', 'cooking oil']",13360
8093246,"['iphone 10', 'beer', 'fromage blanc', 'gums', 'escalope']",10911
10539124,"['meatballs', 'low fat yogurt', 'toothpaste', 'energy drink', 'babies food']",22644
11454522,"['hot dogs', 'olive oil', 'deodorant', 'babies food', 'sandwich', 'body spray']",1351
5954308,"['shallot', 'mashed potato', 'frozen vegetables', 'avocado', 'asparagus', 'tomatoes', 'salad', 'green grapes']",13046
523220,"['yams', 'light cream', 'energy bar', 'samsung galaxy 10', 'bacon', 'asparagus']",28733
8931671,"['oil', 'fromage blanc', 'deodorant', 'gums', 'green tea', 'ham', 'cologne', 'barbecue sauce', 'ratchet & clank 2']",20432
7567848,"['pickles', 'shampoo', 'phone charger', 'cottage cheese', 'portal', 'final fantasy XXII', 'ratchet & clank', 'pokemon scarlet', 'babies food', 'escalope', 'ground beef', 'minecraft', 'cookies', 'ratchet & clank 2', 'mint', 'cooking oil']",26530
2950152,"['candy bars', 'soup', 'yams', 'mashed potato', 'oil', 'gluten free bar', 'sparkling water', 'mayonnaise', 'sandwich', 'eggs', 'cooking oil']",16067
5079315,"['hot dogs', 'carrots', 'tomatoes', 'green beans', 'razor']",3815
1102042,"['oil', 'fromage blanc', 'asparagus', 'gums', 'carrots', 'cologne', 'toilet paper', 'barbecue sauce', 'cookies', 'metroid fusion']",10538
6548274,"['burgers', 'protein bar', 'fromage blanc', 'deodorant', 'cream', 'ham', 'chili', 'cologne', 'salad', 'barbecue sauce', 'fresh tuna']",6172
6548274,"['burgers', 'protein bar', 'fromage blanc', 'deodorant', 'cream', 'ham', 'chili', 'cologne', 'salad', 'barbecue sauce', 'fresh tuna']",10104
749402,"['strong cheese', 'frozen smoothie', 'asparagus', 'champagne', 'blueberries', 'salmon', 'phone car charger', 'cologne', 'bluetooth headphones', 'zucchini']",10446
1705553,"['chocolate', 'cake', 'cottage cheese', 'french fries', 'gums', 'pet food']",12107
431542,"['grated cheese', 'flax seed', 'shower gel', 'champagne', 'extra dark chocolate', 'ground beef', 'bluetooth headphones', 'fresh tuna']",6922
8811531,"['oil', 'melons', 'phone car charger', 'chicken', 'barbecue sauce', 'chocolate bread']",19552
8104183,"['bramble', 'dessert wine', 'black beer', 'soup', 'beer', 'fresh bread', 'muffins', 'white wine', 'eggs', 'red wine', 'tomato sauce', 'cooking oil', 'salt']",29144
1847046,"['soup', 'cake', 'napkins', 'spaghetti', 'rice', 'whole wheat pasta', 'cottage cheese', 'turkey', 'whole wheat rice', 'oil', 'mint', 'asparagus', 'tomatoes', 'salad', 'cooking oil']",5480
7840659,"['protein bar', 'tomatoes', 'cooking oil', 'pokemon sword']",1117
8075909,"['cider', 'dessert wine', 'iphone 10', 'pickles', 'beer', 'laptop', 'samsung galaxy 10', 'nonfat milk', 'carrots', 'white wine', 'phone car charger', 'cookies', 'light mayo', 'chutney', 'fresh tuna']",12263
10971856,"['oil', 'deodorant', 'ratchet & clank 3']",22413
12110758,"['chocolate', 'oatmeal', 'oil', 'bacon', 'blueberries', 'salmon']",32620
8943089,"['burgers', 'whole wheat pasta', 'cologne', 'iPad', 'rice', 'napkins', 'whole wheat rice', 'pokemon violet', 'fresh bread', 'milk', 'babies food', 'green beans', 'ratchet & clank 2']",31471
10354451,"['soda', 'mashed potato', 'asparagus', 'tomatoes', 'carrots', 'melons', 'metroid prime', 'portal 2', 'green beans', 'tea']",33425
7063517,"['soup', 'cake', 'megaman zero 3', 'oil', 'vegetables mix', 'fresh bread', 'gums', 'muffins', 'cookies', 'cooking oil', 'tea']",29754
4412140,"['iphone 10', 'hot dogs', 'spaghetti', 'cottage cheese', 'eggplant', 'strong cheese', 'avocado', 'champagne', 'shrimp', 'gums', 'ham', 'water spray', 'fresh tuna']",10235
6998821,"['pokemon shield', 'milk', 'escalope', 'babies food', 'minecraft', 'cat food', 'cooking oil']",2998
809087,"['protein bar', 'mashed potato', 'laptop', 'strawberries', 'tomatoes', 'carrots', 'whole weat flour', 'ham', 'cologne', 'megaman zero', 'herb & pepper', 'green tea']",29849
11233879,"['cider', 'oatmeal', 'mushroom cream sauce', 'vacuum cleaner', 'red wine', 'cauliflower']",25997
5350649,"['melons', 'minecraft', 'spinach']",25270
991209,"['cider', 'cotton buds', 'beer', 'champagne', 'shrimp', 'brownies', 'pet food', 'white wine', 'almonds', 'ham', 'salmon', 'megaman zero']",30088
7535211,"['cotton buds', 'frozen vegetables', 'gadget for tiktok streaming', 'asparagus', 'mayonnaise', 'tomatoes', 'melons', 'corn', 'cologne', 'mint green tea']",20623
6596239,"['cottage cheese', 'laptop', 'strong cheese', 'frozen smoothie', 'champagne', 'parmesan cheese', 'muffins', 'mint green tea']",3437
9515018,"['shampoo', 'pickles', 'cake', 'beer', 'pokemon scarlet', 'pepper', 'phone car charger', 'mint green tea']",8261
5900208,"['seabass', 'dog food', 'catfish', 'toothpaste', 'tomatoes', 'chicken', 'chutney']",6244
12027207,"['bramble', 'dessert wine', 'cider', 'black beer', 'cake', 'chocolate', 'laptop', 'strong cheese', 'oil', 'pancakes', 'white wine', 'burgers', 'megaman zero 2', 'bluetooth headphones', 'french wine']",22054
3866529,"['candy bars', 'tooth brush', 'cake', 'pokemon violet', 'fresh bread', 'milk', 'cooking oil', 'salt']",14143
12208084,"['candy bars', 'cooking oil', 'oil', 'deodorant', 'mayonnaise', 'burgers', 'zucchini']",12803
945172,"['shampoo', 'hot dogs', 'mashed potato', 'french fries', 'asparagus', 'shower gel', 'tomatoes', 'melons', 'carrots', 'ground beef', 'olive oil', 'tomato sauce']",27475
11095502,"['gluten free bar', 'shower gel', 'pokemon sword', 'ratchet & clank', 'babies food', 'escalope', 'burgers', 'mint green tea', 'cooking oil']",23449
2194396,"['flax seed', 'champagne', 'parmesan cheese', 'almonds', 'bluetooth headphones', 'half-life: alyx']",12662
953747,"['whole weat flour', 'oatmeal', 'fresh tuna']",10297
8059749,"['napkins', 'grated cheese', 'laptop', 'pokemon scarlet', 'champagne', 'tomatoes']",16995
11078422,"['napkins', 'oatmeal', 'oil', 'fresh bread', 'milk', 'toothpaste', 'spinach', 'cooking oil']",14490
11801646,"['chocolate', 'cake', 'oil', 'fresh bread', 'melons', 'cologne', 'toilet paper', 'butter', 'ratchet & clank 2']",1911
8669043,"['shallot', 'hot dogs', 'antioxydant juice', 'whole wheat pasta', 'seabass', 'asparagus', 'tomatoes', 'portal 2', 'green beans', 'zucchini']",21128
7552770,"['candy bars', 'iPad', 'mint green tea', 'deodorant', 'catfish', 'asparagus', 'shrimp', 'portal 2', 'cologne', 'chicken', 'barbecue sauce', 'razor']",23916
6193735,"['cider', 'soup', 'grated cheese', 'oil', 'fromage blanc', 'mayonnaise', 'muffins', 'ratchet & clank 3', 'body spray']",25806
8174367,"['spaghetti', 'laptop', 'fromage blanc', 'strawberries', 'champagne', 'nonfat milk', 'toothpaste', 'shrimp', 'phone car charger', 'burgers', 'megaman zero 4']",26409
12198541,"['yams', 'gadget for tiktok streaming', 'nonfat milk', 'ham', 'fresh tuna', 'tea']",2117
8097205,"['candy bars', 'shampoo', 'cake', 'napkins', 'oatmeal', 'turkey', 'oil', 'ketchup', 'airpods', 'milk', 'trout', 'eggs', 'cooking oil', 'tea']",33737
12210160,"['cider', 'beer', 'champagne', 'babies food', 'white wine', 'ham', 'megaman zero 4', 'red wine']",20861
9343231,"['hot dogs', 'spaghetti', 'cottage cheese', 'shower gel', 'fresh tuna']",3777
7038563,"['iPad', 'pokemon violet', 'gums', 'toothpaste', 'babies food', 'pet food']",26003
604729,"['final fantasy XIX', 'cake', 'whole wheat rice', 'spaghetti', 'napkins', 'mashed potato', 'pokemon shield', 'tomato juice']",28592
2823466,"['meatballs', 'champagne', 'gums', 'almonds', 'final fantasy XX', 'green beans', 'bluetooth headphones', 'fresh tuna']",15799
11275681,"['iphone 10', 'soda', 'mashed potato', 'turkey', 'ratchet & clank', 'babies food', 'yogurt cake', 'cooking oil']",23076
10944412,"['spaghetti', 'oil', 'asparagus', 'fresh bread', 'tea']",2288
11604888,"['protein bar', 'napkins', 'pancakes', 'energy drink', 'corn', 'green tea']",1618
6684545,"['iPad', 'frozen vegetables', 'oil', 'asparagus', 'tomatoes', 'almonds', 'brownies', 'metroid prime', 'ground beef', 'mint green tea', 'cauliflower']",13349
1841431,"['bacon', 'flax seed', 'asparagus', 'honey', 'carrots', 'ratchet & clank 3']",32496
67517,"['hot dogs', 'rice', 'pokemon shield', 'airpods', 'ratchet & clank', 'cream', 'babies food', 'minecraft', 'burgers', 'megaman zero 2', 'cooking oil']",11838
2559420,"['tomatoes', 'flax seed']",31253
9329549,"['cake', 'napkins', 'strawberries', 'pasta', 'extra dark chocolate', 'cookies', 'megaman zero', 'red wine']",26754
10010274,"['black beer', 'final fantasy XIX', 'soda', 'spaghetti', 'laptop', 'airpods', 'champagne', 'gums', 'blueberries', 'salmon', 'fresh tuna']",686
306417,"['cake', 'rice', 'pokemon shield', 'oil', 'airpods', 'fresh bread', 'mayonnaise', 'gums', 'yogurt cake', 'portal 2', 'eggs', 'tea']",13339
6946654,"['yams', 'tooth brush', 'samsung galaxy 10', 'oil', 'deodorant', 'parmesan cheese', 'ham', 'cologne', 'chicken', 'cooking oil']",14344
1026457,"['whole wheat pasta', 'napkins', 'oil', 'ham', 'cologne', 'olive oil', 'toilet paper']",16632
9194214,"['yams', 'cake', 'cookies', 'oil', 'fromage blanc', 'asparagus', 'burgers', 'barbecue sauce', 'cooking oil', 'tea']",9978
10419078,"['whole wheat rice', 'napkins', 'oil', 'ratchet & clank', 'parmesan cheese', 'babies food', 'escalope', 'minecraft', 'cooking oil', 'tea']",1212
